origin_country,destination_country,flights
Denmark,Sweden,4098
Denmark,Spain,3481
Denmark,Netherlands,2682
Denmark,France,2175
Denmark,Italy,1758
Denmark,Belgium,1426
Denmark,Poland,1419
Denmark,Finland,1351
Denmark,Greece,1047
Denmark,Turkey,1022
Denmark,Switzerland,982
Denmark,United States,886
Denmark,Lithuania,667
Denmark,Iceland,649
Denmark,Latvia,622
Denmark,Austria,585
Denmark,Faroe Islands,416
Denmark,Czech Republic,415
Denmark,Portugal,405
Denmark,Ireland,306
Denmark,China,289
Denmark,Hungary,282
Denmark,Croatia,276
Denmark,Russia,266
Denmark,Qatar,246
Denmark,Luxembourg,215
Denmark,Thailand,201
Denmark,Estonia,200
Denmark,Egypt,174
Denmark,United Arab Emirates,167
Denmark,Romania,149
Denmark,Bulgaria,130
Denmark,Japan,113
Denmark,Morocco,108
Denmark,Serbia,102
Denmark,Greenland,100
Denmark,Canada,95
Denmark,Malta,95
Denmark,Singapore,89
Denmark,Slovenia,77
Denmark,Cyprus,73
Denmark,Iraq,58
Denmark,Israel,37
Denmark,Macedonia,37
Denmark,Bosnia and Herzegovina,36
Denmark,Lebanon,28
Denmark,Montenegro,26
Denmark,Ukraine,25
Denmark,India,20
Denmark,Pakistan,14
Denmark,Dominican Republic,12
Denmark,Jersey,7
Denmark,Georgia,7
Denmark,Slovakia,6
Denmark,Mexico,5
Denmark,Guernsey,5
Denmark,Mauritius,4
Denmark,Jordan,4
Denmark,Puerto Rico,4
Denmark,Cape Verde,4
Denmark,Cuba,3
Denmark,Belarus,2
Denmark,Gibraltar,2
Denmark,Armenia,2
Denmark,Saudi Arabia,2
Denmark,Iran,1
Denmark,Bermuda,1
Denmark,Turkmenistan,1
Denmark,Djibouti,1
Denmark,Moldova,1
Denmark,Hong Kong,1
Denmark,Azerbaijan,1
Denmark,Vietnam,1
Denmark,Maldives,1
Djibouti,Turkey,107
Djibouti,France,19
Djibouti,Russia,4
Djibouti,Germany,3
Djibouti,Greece,3
Djibouti,Belgium,3
Djibouti,United Kingdom,2
Djibouti,Cyprus,1
Djibouti,Saudi Arabia,1
Djibouti,Norway,1
Djibouti,Belarus,1
Dominican Republic,Germany,496
Dominican Republic,Spain,377
Dominican Republic,France,230
Dominican Republic,Russia,222
Dominican Republic,United Kingdom,222
Dominican Republic,Belgium,51
Dominican Republic,Italy,44
Dominican Republic,Switzerland,34
Dominican Republic,Poland,33
Dominican Republic,Portugal,24
Dominican Republic,Sweden,23
Dominican Republic,Netherlands,13
Dominican Republic,Finland,8
Dominican Republic,Austria,5
Dominican Republic,Norway,3
Dominican Republic,Denmark,2
Dominican Republic,Ukraine,1
Ecuador,Spain,232
Ecuador,Netherlands,129
Ecuador,United Kingdom,1
Ecuador,Puerto Rico,1
Egypt,Germany,3013
Egypt,Ukraine,1421
Egypt,Turkey,1210
Egypt,Italy,1131
Egypt,Lebanon,840
Egypt,United Kingdom,754
Egypt,Austria,412
Egypt,Greece,389
Egypt,France,386
Egypt,Czech Republic,386
Egypt,Belgium,384
Egypt,Poland,365
Egypt,Netherlands,361
Egypt,Switzerland,304
Egypt,Morocco,251
Egypt,Spain,214
Egypt,Tunisia,192
Egypt,Algeria,182
Egypt,Denmark,173
Egypt,Israel,146
Egypt,Cyprus,135
Egypt,Hungary,132
Egypt,United States,114
Egypt,Slovakia,100
Egypt,China,93
Egypt,Belarus,88
Egypt,Lithuania,74
Egypt,Canada,63
Egypt,Georgia,53
Egypt,Estonia,52
Egypt,Serbia,50
Egypt,Sweden,42
Egypt,Armenia,42
Egypt,Luxembourg,30
Egypt,Latvia,27
Egypt,Russia,21
Egypt,Romania,21
Egypt,Moldova,19
Egypt,Mali,19
Egypt,Norway,17
Egypt,Kazakhstan,17
Egypt,Bulgaria,13
Egypt,Slovenia,12
Egypt,Japan,11
Egypt,Croatia,10
Egypt,Syria,4
Egypt,Malta,4
Egypt,Ireland,2
Egypt,Albania,2
Egypt,Macedonia,1
Egypt,Senegal,1
El Salvador,Spain,74
Equatorial Guinea,Spain,92
Equatorial Guinea,Morocco,37
Equatorial Guinea,France,4
Equatorial Guinea,Lebanon,3
Equatorial Guinea,United Kingdom,2
Equatorial Guinea,Germany,2
Equatorial Guinea,Switzerland,2
Equatorial Guinea,United States,2
Equatorial Guinea,Turkey,1
Equatorial Guinea,Poland,1
Equatorial Guinea,Portugal,1
Equatorial Guinea,Greece,1
Equatorial Guinea,Belgium,1
Equatorial Guinea,Cuba,1
Eritrea,Turkey,28
Eritrea,Italy,3
Eritrea,Ukraine,1
Estonia,Finland,1005
Estonia,Estonia,824
Estonia,Sweden,760
Estonia,Germany,744
Estonia,Latvia,554
Estonia,Russia,500
Estonia,Lithuania,397
Estonia,Poland,387
Estonia,Norway,328
Estonia,Netherlands,240
Estonia,Belgium,225
Estonia,Denmark,208
Estonia,Turkey,169
Estonia,United Kingdom,145
Estonia,Austria,129
Estonia,Ukraine,125
Estonia,Italy,110
Estonia,Greece,86
Estonia,France,80
Estonia,Spain,75
Estonia,Egypt,54
Estonia,Bulgaria,36
Estonia,Croatia,27
Estonia,Ireland,19
Estonia,Switzerland,10
Estonia,Czech Republic,6
Estonia,Slovenia,4
Estonia,Romania,4
Estonia,Montenegro,4
Estonia,Hungary,4
Estonia,Cyprus,4
Estonia,Morocco,2
Estonia,Iceland,2
Estonia,Albania,2
Estonia,Belarus,2
Estonia,Slovakia,2
Estonia,Luxembourg,2
Estonia,Malta,2
Estonia,United Arab Emirates,2
Estonia,Canada,1
Estonia,Algeria,1
Estonia,Georgia,1
Ethiopia,Ireland,247
Ethiopia,Belgium,231
Ethiopia,Israel,230
Ethiopia,Lebanon,193
Ethiopia,Italy,142
Ethiopia,Germany,123
Ethiopia,United Kingdom,123
Ethiopia,France,121
Ethiopia,Turkey,118
Ethiopia,Austria,72
Ethiopia,Sweden,67
Ethiopia,Malta,2
Ethiopia,Spain,2
Ethiopia,Luxembourg,1
Ethiopia,Morocco,1
Faroe Islands,Denmark,413
Faroe Islands,Norway,61
Faroe Islands,Iceland,46
Faroe Islands,United Kingdom,27
Faroe Islands,Spain,15
Faroe Islands,Switzerland,6
Faroe Islands,Russia,3
Faroe Islands,Sweden,3
Faroe Islands,Germany,2
Faroe Islands,Greece,1
Faroe Islands,Portugal,1
Finland,Finland,14384
Finland,Sweden,4772
Finland,Germany,2535
Finland,United Kingdom,1841
Finland,Spain,1523
Finland,Denmark,1343
Finland,Russia,1181
Finland,Latvia,1018
Finland,Estonia,1004
Finland,Norway,980
Finland,France,864
Finland,Netherlands,750
Finland,Italy,626
Finland,Poland,567
Finland,Belgium,524
Finland,Japan,505
Finland,Greece,449
Finland,Switzerland,430
Finland,Czech Republic,404
Finland,Turkey,361
Finland,China,346
Finland,Lithuania,303
Finland,Hungary,292
Finland,Austria,292
Finland,Thailand,269
Finland,Iceland,250
Finland,United States,218
Finland,Croatia,210
Finland,Ireland,185
Finland,Hong Kong,154
Finland,Portugal,142
Finland,Qatar,140
Finland,Ukraine,128
Finland,South Korea,121
Finland,Singapore,112
Finland,United Arab Emirates,109
Finland,Israel,74
Finland,India,74
Finland,Belarus,51
Finland,Bulgaria,50
Finland,Slovenia,41
Finland,Romania,41
Finland,Cyprus,29
Finland,Malta,29
Finland,Montenegro,17
Finland,Mexico,13
Finland,Cuba,12
Finland,Vietnam,11
Finland,Slovakia,10
Finland,Morocco,9
Finland,Lebanon,9
Finland,Dominican Republic,7
Finland,Sri Lanka,6
Finland,Jordan,5
Finland,Kazakhstan,4
Finland,Cape Verde,4
Finland,Mauritius,3
Finland,Georgia,2
Finland,Luxembourg,2
Finland,Macau,2
Finland,Serbia,2
Finland,Tunisia,2
Finland,Moldova,1
Finland,Azerbaijan,1
Finland,Albania,1
Finland,Armenia,1
Finland,Afghanistan,1
Finland,Seychelles,1
Finland,Turkmenistan,1
France,France,100507
France,United Kingdom,22697
France,Germany,18836
France,Spain,17780
France,Italy,17468
France,Portugal,8098
France,Switzerland,6991
France,Morocco,6932
France,Algeria,6848
France,Netherlands,6362
France,United States,6050
France,Belgium,4943
France,Tunisia,3544
France,Turkey,2958
France,Greece,2696
France,Ireland,2601
France,Russia,2563
France,Austria,2266
France,Denmark,2177
France,Poland,1914
France,Sweden,1800
France,Czech Republic,1669
France,China,1436
France,Canada,1301
France,Israel,1285
France,Romania,1225
France,United Arab Emirates,1146
France,Norway,1000
France,Hungary,967
France,Finland,887
France,Croatia,861
France,Luxembourg,784
France,India,756
France,Japan,739
France,Serbia,657
France,Guadeloupe,561
France,Reunion,559
France,Iceland,552
France,Lebanon,545
France,Qatar,539
France,Ukraine,539
France,Malta,536
France,Martinique,473
France,Brazil,464
France,South Korea,401
France,Bulgaria,397
France,Egypt,393
France,Mexico,375
France,Saudi Arabia,355
France,Hong Kong,304
France,Senegal,301
France,Cuba,277
France,Singapore,260
France,Slovenia,255
France,Mauritius,234
France,Jordan,234
France,Vietnam,220
France,Latvia,220
France,Thailand,204
France,Cote d'Ivoire,204
France,Nigeria,199
France,Lithuania,197
France,Dominican Republic,194
France,Macedonia,192
France,Cyprus,192
France,South Africa,187
France,French Guiana,184
France,Mali,181
France,Congo (Brazzaville),176
France,Cameroon,163
France,Montenegro,150
France,Iran,145
France,Belarus,139
France,Bahrain,128
France,Slovakia,127
France,Gabon,127
France,Oman,123
France,Ethiopia,122
France,Chile,122
France,Argentina,122
France,Taiwan,119
France,Colombia,118
France,Cape Verde,117
France,Moldova,110
France,Kenya,108
France,Panama,107
France,Niger,106
France,Madagascar,100
France,Venezuela,97
France,Burkina Faso,96
France,Kuwait,86
France,Guernsey,85
France,Benin,83
France,Netherlands Antilles,82
France,Jersey,82
France,Estonia,78
France,Mayotte,75
France,Mauritania,75
France,Azerbaijan,72
France,Kazakhstan,67
France,Chad,63
France,Bosnia and Herzegovina,60
France,Seychelles,59
France,Congo (Kinshasa),57
France,Armenia,55
France,Angola,54
France,Ghana,53
France,Sierra Leone,52
France,Central African Republic,47
France,Djibouti,39
France,Togo,38
France,Albania,36
France,Turkmenistan,32
France,Pakistan,29
France,Haiti,29
France,Uzbekistan,23
France,Costa Rica,21
France,Bahamas,18
France,Afghanistan,16
France,Maldives,16
France,Isle of Man,15
France,Iraq,11
France,Georgia,10
France,Gibraltar,7
France,Western Sahara,6
France,Equatorial Guinea,4
France,Libya,4
France,Guinea,3
France,Rwanda,3
France,Guinea-Bissau,2
France,Gambia,2
France,Tanzania,2
France,Uganda,2
France,Grenada,2
France,Antigua and Barbuda,1
France,Sri Lanka,1
France,Mongolia,1
France,Cayman Islands,1
France,Bermuda,1
France,Greenland,1
France,Syria,1
France,Barbados,1
France,Jamaica,1
France,Saint Lucia,1
France,Malaysia,1
France,Saint Kitts and Nevis,1
French Guiana,France,181
French Guiana,Belgium,1
Gabon,France,126
Gabon,Turkey,88
Gabon,Morocco,54
Gabon,United Kingdom,6
Gabon,Switzerland,2
Gabon,Italy,2
Gabon,Luxembourg,1
Gabon,Ukraine,1
Gabon,Germany,1
Gambia,Netherlands,82
Gambia,United Kingdom,79
Gambia,Morocco,64
Gambia,Spain,62
Gambia,France,3
Gambia,United States,1
Gambia,Austria,1
Gambia,Turkey,1
Gambia,Portugal,1
Georgia,Russia,1129
Georgia,Turkey,968
Georgia,Ukraine,547
Georgia,United Arab Emirates,508
Georgia,Iran,498
Georgia,Azerbaijan,402
Georgia,Israel,342
Georgia,Kazakhstan,301
Georgia,Georgia,238
Georgia,Germany,236
Georgia,Belarus,183
Georgia,Poland,171
Georgia,Iraq,115
Georgia,Qatar,110
Georgia,Armenia,107
Georgia,Greece,104
Georgia,Latvia,60
Georgia,United Kingdom,55
Georgia,Egypt,52
Georgia,Italy,49
Georgia,China,44
Georgia,Austria,43
Georgia,Hungary,36
Georgia,Netherlands,34
Georgia,Bahrain,33
Georgia,Czech Republic,32
Georgia,Cyprus,30
Georgia,Lithuania,29
Georgia,Afghanistan,27
Georgia,Kuwait,25
Georgia,Turkmenistan,24
Georgia,Jordan,24
Georgia,Lebanon,22
Georgia,Saudi Arabia,13
Georgia,Denmark,9
Georgia,India,9
Georgia,France,7
Georgia,Romania,5
Georgia,Pakistan,4
Georgia,Finland,3
Georgia,Switzerland,3
Georgia,Thailand,2
Georgia,Malaysia,2
Georgia,Bulgaria,2
Georgia,Moldova,2
Georgia,Vietnam,1
Georgia,Serbia,1
Georgia,Oman,1
Georgia,Tajikistan,1
Georgia,Singapore,1
Georgia,Malta,1
Georgia,Libya,1
Georgia,Slovakia,1
Georgia,Sudan,1
Germany,Germany,86350
Germany,Spain,30880
Germany,United Kingdom,25480
Germany,Italy,22827
Germany,France,18888
Germany,Turkey,13770
Germany,Austria,12562
Germany,Switzerland,11772
Germany,United States,8919
Germany,Poland,8875
Germany,Netherlands,7962
Germany,Greece,7766
Germany,Russia,6223
Germany,Sweden,5862
Germany,Portugal,5810
Germany,Denmark,5658
Germany,Belgium,4851
Germany,Romania,3926
Germany,Czech Republic,3156
Germany,Hungary,3111
Germany,Egypt,3039
Germany,Croatia,2956
Germany,Ireland,2725
Germany,United Arab Emirates,2702
Germany,Bulgaria,2647
Germany,Finland,2554
Germany,China,2346
Germany,Norway,2257
Germany,Serbia,2103
Germany,Luxembourg,1797
Germany,Israel,1703
Germany,Ukraine,1526
Germany,Canada,1444
Germany,Latvia,1363
Germany,Morocco,1233
Germany,India,1142
Germany,Japan,1140
Germany,Iceland,969
Germany,Malta,947
Germany,Tunisia,928
Germany,Lithuania,843
Germany,Qatar,781
Germany,South Korea,779
Germany,Estonia,749
Germany,Slovenia,731
Germany,Saudi Arabia,704
Germany,Thailand,643
Germany,Hong Kong,623
Germany,Singapore,538
Germany,Cyprus,509
Germany,South Africa,501
Germany,Dominican Republic,496
Germany,Lebanon,460
Germany,Brazil,452
Germany,Bosnia and Herzegovina,439
Germany,Mexico,437
Germany,Iran,432
Germany,Macedonia,384
Germany,Kazakhstan,356
Germany,Belarus,356
Germany,Kuwait,337
Germany,Jordan,323
Germany,Slovakia,317
Germany,Cuba,312
Germany,Algeria,278
Germany,Albania,271
Germany,Oman,264
Germany,Bahrain,248
Germany,Moldova,244
Germany,Azerbaijan,240
Germany,Georgia,228
Germany,Iraq,188
Germany,Nigeria,184
Germany,Kenya,182
Germany,Montenegro,163
Germany,Namibia,150
Germany,Vietnam,148
Germany,Taiwan,139
Germany,Mauritius,128
Germany,Cape Verde,124
Germany,Ethiopia,122
Germany,Argentina,120
Germany,Colombia,116
Germany,Uzbekistan,94
Germany,Jamaica,92
Germany,Panama,82
Germany,Afghanistan,81
Germany,Senegal,73
Germany,Turkmenistan,55
Germany,Maldives,52
Germany,Angola,47
Germany,Barbados,47
Germany,Jersey,45
Germany,Seychelles,43
Germany,Mali,25
Germany,Tajikistan,18
Germany,Martinique,18
Germany,Trinidad and Tobago,16
Germany,Netherlands Antilles,16
Germany,Tanzania,13
Germany,Puerto Rico,13
Germany,Guernsey,12
Germany,Grenada,9
Germany,Guadeloupe,9
Germany,Antigua and Barbuda,8
Germany,Libya,8
Germany,Armenia,6
Germany,Greenland,5
Germany,Niger,4
Germany,Saint Lucia,4
Germany,Mongolia,4
Germany,Bahamas,4
Germany,Cameroon,3
Germany,Ghana,3
Germany,Burkina Faso,3
Germany,Cote d'Ivoire,3
Germany,Isle of Man,3
Germany,Pakistan,3
Germany,Gibraltar,2
Germany,Eritrea,2
Germany,Uganda,1
Germany,Philippines,1
Germany,Chad,1
Germany,Togo,1
Germany,Rwanda,1
Germany,Guinea,1
Germany,Faroe Islands,1
Germany,Djibouti,1
Germany,Nepal,1
Germany,Mauritania,1
Germany,Gambia,1
Germany,Equatorial Guinea,1
Ghana,Netherlands,140
Ghana,Turkey,129
Ghana,United Kingdom,128
Ghana,United States,124
Ghana,Portugal,120
Ghana,Belgium,101
Ghana,Morocco,81
Ghana,France,55
Ghana,Lebanon,55
Ghana,Italy,26
Ghana,Luxembourg,15
Ghana,Spain,5
Ghana,Germany,1
Ghana,Sweden,1
Ghana,Latvia,1
Ghana,Algeria,1
Ghana,Switzerland,1
Ghana,Guernsey,1
Ghana,Norway,1
Gibraltar,United Kingdom,638
Gibraltar,Morocco,36
Gibraltar,Spain,26
Gibraltar,Germany,6
Gibraltar,Italy,4
Gibraltar,Israel,3
Gibraltar,Switzerland,2
Gibraltar,Portugal,2
Gibraltar,Guernsey,2
Gibraltar,France,2
Gibraltar,Congo (Kinshasa),1
Gibraltar,Jersey,1
Gibraltar,Denmark,1
Gibraltar,Malta,1
Gibraltar,Poland,1
Gibraltar,Austria,1
Gibraltar,Cape Verde,1
Gibraltar,Isle of Man,1
Greece,Greece,33111
Greece,Germany,7566
Greece,United Kingdom,7350
Greece,Italy,4105
Greece,France,2704
Greece,Russia,2267
Greece,Cyprus,2144
Greece,Poland,1944
Greece,Netherlands,1801
Greece,Israel,1433
Greece,Turkey,1427
Greece,Sweden,1412
Greece,Switzerland,1389
Greece,Austria,1200
Greece,Czech Republic,1153
Greece,Belgium,1143
Greece,Denmark,1026
Greece,Romania,809
Greece,Spain,702
Greece,Norway,689
Greece,Serbia,646
Greece,Finland,456
Greece,Bulgaria,415
Greece,Egypt,377
Greece,Qatar,369
Greece,Hungary,364
Greece,Ukraine,346
Greece,United Arab Emirates,336
Greece,United States,327
Greece,Slovakia,320
Greece,Lebanon,261
Greece,Albania,244
Greece,Ireland,177
Greece,Jordan,156
Greece,Croatia,154
Greece,Canada,138
Greece,Latvia,115
Greece,Malta,114
Greece,Georgia,105
Greece,Lithuania,105
Greece,Belarus,100
Greece,Saudi Arabia,92
Greece,Slovenia,86
Greece,Bahrain,83
Greece,Luxembourg,83
Greece,Estonia,83
Greece,Iran,69
Greece,Portugal,60
Greece,Moldova,53
Greece,Armenia,52
Greece,Singapore,31
Greece,Kuwait,20
Greece,Montenegro,17
Greece,Kazakhstan,17
Greece,Morocco,16
Greece,Sudan,12
Greece,China,11
Greece,Macedonia,10
Greece,Iraq,9
Greece,Iceland,8
Greece,Pakistan,6
Greece,Tunisia,4
Greece,Algeria,4
Greece,Djibouti,3
Greece,Bosnia and Herzegovina,3
Greece,Uganda,3
Greece,Hong Kong,2
Greece,Azerbaijan,2
Greece,Syria,2
Greece,India,2
Greece,Afghanistan,2
Greece,Libya,2
Greece,Tanzania,1
Greece,Brazil,1
Greece,Kenya,1
Greece,Faroe Islands,1
Greece,Mali,1
Greece,Jersey,1
Greece,Eritrea,1
Greece,Gibraltar,1
Greenland,Denmark,99
Greenland,Germany,3
Greenland,France,2
Greenland,Switzerland,1
Greenland,United Kingdom,1
Greenland,Russia,1
Grenada,United Kingdom,2
Guadeloupe,France,576
Guadeloupe,Italy,22
Guadeloupe,Germany,10
Guadeloupe,Portugal,5
Guadeloupe,Belgium,1
Guadeloupe,United Arab Emirates,1
Guadeloupe,Sweden,1
Guadeloupe,Denmark,1
Guernsey,United Kingdom,2846
Guernsey,Guernsey,1092
Guernsey,Jersey,937
Guernsey,France,83
Guernsey,Belgium,62
Guernsey,Germany,20
Guernsey,Switzerland,20
Guernsey,Spain,9
Guernsey,Netherlands,7
Guernsey,Ireland,5
Guernsey,Italy,5
Guernsey,Denmark,5
Guernsey,Isle of Man,4
Guernsey,Norway,3
Guernsey,Sweden,3
Guernsey,Croatia,3
Guernsey,Austria,2
Guernsey,Portugal,2
Guernsey,Malta,1
Guernsey,Canada,1
Guernsey,Czech Republic,1
Guernsey,Gibraltar,1
Guernsey,Luxembourg,1
Guinea,Morocco,129
Guinea,France,55
Guinea,Belgium,3
Guinea,Turkey,2
Guinea,Lithuania,1
Guinea,Italy,1
Guinea,Portugal,1
Guinea,Spain,1
Guinea,United Arab Emirates,1
Guinea,Slovakia,1
Guinea-Bissau,Portugal,79
Guinea-Bissau,Morocco,52
Guinea-Bissau,France,2
Guinea-Bissau,Spain,2
Haiti,France,3
Honduras,Spain,12
Hong Kong,United Kingdom,1149
Hong Kong,Germany,597
Hong Kong,France,296
Hong Kong,Switzerland,242
Hong Kong,Netherlands,241
Hong Kong,Azerbaijan,235
Hong Kong,Italy,211
Hong Kong,Finland,158
Hong Kong,Israel,149
Hong Kong,Turkey,126
Hong Kong,Spain,91
Hong Kong,Sweden,82
Hong Kong,Austria,78
Hong Kong,Belgium,7
Hong Kong,Armenia,1
Hong Kong,Greece,1
Hong Kong,Norway,1
Hong Kong,Georgia,1
Hong Kong,Denmark,1
Hungary,Germany,3035
Hungary,United Kingdom,2243
Hungary,Italy,1190
Hungary,France,963
Hungary,Netherlands,822
Hungary,Belgium,738
Hungary,Spain,713
Hungary,Romania,619
Hungary,Poland,574
Hungary,Turkey,565
Hungary,Czech Republic,520
Hungary,Switzerland,508
Hungary,Russia,445
Hungary,Austria,422
Hungary,Israel,396
Hungary,Sweden,387
Hungary,Greece,371
Hungary,Finland,291
Hungary,Denmark,288
Hungary,Ireland,232
Hungary,Qatar,219
Hungary,Norway,196
Hungary,Ukraine,196
Hungary,Serbia,174
Hungary,Portugal,171
Hungary,United Arab Emirates,167
Hungary,Egypt,135
Hungary,Bulgaria,92
Hungary,Malta,84
Hungary,Latvia,64
Hungary,China,61
Hungary,Cyprus,60
Hungary,Belarus,54
Hungary,Luxembourg,53
Hungary,Canada,42
Hungary,Georgia,38
Hungary,Iceland,34
Hungary,Tunisia,34
Hungary,Montenegro,34
Hungary,Albania,34
Hungary,Algeria,33
Hungary,Macedonia,32
Hungary,Kazakhstan,31
Hungary,Slovakia,29
Hungary,Azerbaijan,28
Hungary,Bosnia and Herzegovina,28
Hungary,Croatia,18
Hungary,Morocco,18
Hungary,Hungary,14
Hungary,Slovenia,11
Hungary,Estonia,6
Hungary,Jordan,4
Hungary,Oman,4
Hungary,Lithuania,3
Hungary,Iraq,3
Hungary,United States,2
Hungary,Moldova,2
Hungary,Hong Kong,1
Hungary,Macau,1
Hungary,Singapore,1
Hungary,Uzbekistan,1
Hungary,Saudi Arabia,1
Hungary,Eritrea,1
Iceland,United Kingdom,1856
Iceland,Germany,952
Iceland,Denmark,648
Iceland,France,548
Iceland,Norway,434
Iceland,Spain,381
Iceland,Netherlands,373
Iceland,Sweden,336
Iceland,Ireland,245
Iceland,Finland,244
Iceland,Belgium,220
Iceland,Poland,157
Iceland,Switzerland,120
Iceland,Faroe Islands,46
Iceland,Czech Republic,46
Iceland,Hungary,38
Iceland,Italy,37
Iceland,Lithuania,35
Iceland,Latvia,34
Iceland,Israel,23
Iceland,Austria,20
Iceland,Russia,10
Iceland,Greece,9
Iceland,Portugal,5
Iceland,Turkey,4
Iceland,Japan,4
Iceland,Ukraine,4
Iceland,Romania,3
Iceland,Macedonia,2
Iceland,Bulgaria,2
Iceland,Malta,2
Iceland,Slovakia,2
Iceland,Luxembourg,1
Iceland,Estonia,1
Iceland,Isle of Man,1
Iceland,Slovenia,1
Iceland,Croatia,1
Iceland,Jersey,1
Iceland,Albania,1
India,United Kingdom,1983
India,Germany,1233
India,United States,637
India,France,606
India,Netherlands,411
India,Turkey,343
India,Switzerland,243
India,Canada,161
India,Italy,156
India,Romania,86
India,Finland,75
India,Belgium,71
India,Austria,56
India,Spain,52
India,Israel,31
India,Sweden,29
India,Denmark,20
India,Azerbaijan,16
India,Luxembourg,13
India,Lebanon,11
India,Russia,5
India,Georgia,4
India,Bulgaria,2
India,Ukraine,2
India,Norway,1
India,Cyprus,1
India,Latvia,1
India,Portugal,1
India,Greece,1
India,Hungary,1
Indonesia,Turkey,121
Indonesia,Netherlands,44
Indonesia,United Kingdom,13
Indonesia,Poland,5
Indonesia,Spain,1
Iran,Turkey,3434
Iran,Georgia,489
Iran,Germany,428
Iran,Azerbaijan,322
Iran,Russia,290
Iran,Austria,285
Iran,Armenia,226
Iran,Italy,220
Iran,United Kingdom,163
Iran,France,140
Iran,Ukraine,107
Iran,Netherlands,104
Iran,Lebanon,73
Iran,Greece,66
Iran,Sweden,58
Iran,Bulgaria,38
Iran,Belarus,23
Iran,Spain,21
Iran,Cyprus,19
Iran,Belgium,9
Iran,Morocco,4
Iran,Switzerland,2
Iran,Tunisia,2
Iran,Denmark,1
Iran,Norway,1
Iran,Algeria,1
Iran,Kazakhstan,1
Iran,United States,1
Iran,Hungary,1
Iran,Lithuania,1
Iran,Turkmenistan,1
Iraq,Turkey,2452
Iraq,Azerbaijan,248
Iraq,Germany,199
Iraq,Austria,92
Iraq,Georgia,88
Iraq,Sweden,59
Iraq,Denmark,57
Iraq,Lebanon,53
Iraq,Belarus,29
Iraq,Bulgaria,27
Iraq,Armenia,23
Iraq,Russia,19
Iraq,Greece,9
Iraq,France,6
Iraq,United Kingdom,6
Iraq,Cyprus,5
Iraq,Spain,5
Iraq,Italy,4
Iraq,Ukraine,3
Iraq,Switzerland,3
Iraq,Hungary,3
Iraq,Romania,2
Iraq,Finland,2
Iraq,China,2
Iraq,Tunisia,2
Iraq,United Arab Emirates,1
Iraq,Croatia,1
Iraq,Turkmenistan,1
Iraq,Slovakia,1
Ireland,United Kingdom,19301
Ireland,Spain,4335
Ireland,United States,3313
Ireland,Germany,2776
Ireland,France,2635
Ireland,Netherlands,1879
Ireland,Italy,1434
Ireland,Ireland,1276
Ireland,Portugal,1119
Ireland,Poland,1006
Ireland,Belgium,688
Ireland,Switzerland,512
Ireland,United Arab Emirates,456
Ireland,Canada,430
Ireland,Denmark,310
Ireland,Isle of Man,290
Ireland,Turkey,252
Ireland,Iceland,245
Ireland,Hungary,236
Ireland,Romania,236
Ireland,Czech Republic,211
Ireland,Sweden,210
Ireland,Norway,195
Ireland,Austria,187
Ireland,Finland,185
Ireland,Greece,178
Ireland,Lithuania,175
Ireland,Croatia,150
Ireland,Slovakia,124
Ireland,Luxembourg,116
Ireland,Latvia,108
Ireland,Bulgaria,105
Ireland,Qatar,84
Ireland,Malta,78
Ireland,Moldova,77
Ireland,Ethiopia,65
Ireland,Jersey,57
Ireland,Kuwait,44
Ireland,Cyprus,29
Ireland,Morocco,20
Ireland,Estonia,20
Ireland,Russia,12
Ireland,Guernsey,6
Ireland,Barbados,5
Ireland,Mexico,5
Ireland,Serbia,4
Ireland,Egypt,3
Ireland,Israel,3
Ireland,Saudi Arabia,3
Ireland,Jordan,2
Ireland,Ukraine,2
Ireland,Slovenia,2
Ireland,Jamaica,2
Ireland,Puerto Rico,1
Ireland,Azerbaijan,1
Ireland,Albania,1
Ireland,Montenegro,1
Ireland,Bermuda,1
Ireland,Belarus,1
Ireland,Brazil,1
Ireland,Bosnia and Herzegovina,1
Ireland,Algeria,1
Ireland,Afghanistan,1
Ireland,Saint Pierre and Miquelon,1
Ireland,Netherlands Antilles,1
Isle of Man,United Kingdom,2558
Isle of Man,Ireland,288
Isle of Man,Spain,14
Isle of Man,France,13
Isle of Man,Switzerland,12
Isle of Man,Sweden,7
Isle of Man,Belgium,5
Isle of Man,Netherlands,5
Isle of Man,Germany,5
Isle of Man,Italy,4
Isle of Man,Portugal,3
Isle of Man,Guernsey,1
Isle of Man,Canada,1
Isle of Man,Austria,1
Isle of Man,Norway,1
Isle of Man,South Korea,1
Isle of Man,Morocco,1
Israel,Israel,2721
Israel,Turkey,2344
Israel,Germany,1658
Israel,Greece,1358
Israel,France,1304
Israel,Italy,1301
Israel,Russia,1220
Israel,Cyprus,1179
Israel,Ukraine,1112
Israel,United Kingdom,1011
Israel,United States,941
Israel,Spain,910
Israel,Romania,838
Israel,Poland,756
Israel,Switzerland,618
Israel,Belgium,574
Israel,Netherlands,553
Israel,Bulgaria,482
Israel,Austria,462
Israel,Czech Republic,453
Israel,Hungary,401
Israel,Georgia,338
Israel,Ethiopia,231
Israel,Canada,191
Israel,Serbia,181
Israel,Jordan,166
Israel,Egypt,160
Israel,Hong Kong,148
Israel,China,141
Israel,Latvia,110
Israel,Azerbaijan,104
